x,y,celltype,id
64,-281,Cell A,cell_1810
67,-31,Cell A,cell_1811
146,-432,Cell A,cell_1812
167,-439,Cell A,cell_1813
128,-57,Cell A,cell_1814
484,-173,Cell A,cell_1815
232,-271,Cell A,cell_1816
35,-67,Cell A,cell_1817
65,-431,Cell A,cell_1818
336,-477,Cell A,cell_1819
311,-300,Cell A,cell_1820
324,-497,Cell A,cell_1821
217,-293,Cell A,cell_1822
77,-249,Cell A,cell_1823
463,-301,Cell A,cell_1824
493,-86,Cell A,cell_1825
479,-200,Cell A,cell_1826
370,-397,Cell A,cell_1827
354,-277,Cell A,cell_1828
449,-265,Cell A,cell_1829
169,-471,Cell A,cell_1830
182,-239,Cell A,cell_1831
285,-30,Cell A,cell_1832
48,-432,Cell A,cell_1833
171,-458,Cell A,cell_1834
41,-362,Cell A,cell_1835
332,-200,Cell A,cell_1836
447,-473,Cell A,cell_1837
353,-274,Cell A,cell_1838
72,-20,Cell A,cell_1839
356,-178,Cell A,cell_1840
148,-25,Cell A,cell_1841
151,-494,Cell A,cell_1842
123,-34,Cell A,cell_1843
202,-341,Cell A,cell_1844
477,-284,Cell A,cell_1845
351,-239,Cell A,cell_1846
464,-320,Cell A,cell_1847
37,-333,Cell A,cell_1848
476,-438,Cell A,cell_1849
417,-88,Cell A,cell_1850
203,-128,Cell A,cell_1851
253,-485,Cell A,cell_1852
350,-344,Cell A,cell_1853
120,-251,Cell A,cell_1854
250,-278,Cell A,cell_1855
340,-378,Cell A,cell_1856
49,-433,Cell A,cell_1857
411,-317,Cell A,cell_1858
163,-202,Cell A,cell_1859
259,-400,Cell A,cell_1860
391,-154,Cell A,cell_1861
438,-165,Cell A,cell_1862
342,-116,Cell A,cell_1863
446,-44,Cell A,cell_1864
358,-335,Cell A,cell_1865
174,-262,Cell A,cell_1866
20,-383,Cell A,cell_1867
115,-43,Cell A,cell_1868
457,-415,Cell A,cell_1869
304,-258,Cell A,cell_1870
80,-415,Cell A,cell_1871
75,-408,Cell A,cell_1872
111,-87,Cell A,cell_1873
215,-310,Cell A,cell_1874
370,-267,Cell A,cell_1875
37,-328,Cell A,cell_1876
324,-280,Cell A,cell_1877
189,-460,Cell A,cell_1878
403,-254,Cell A,cell_1879
357,-43,Cell A,cell_1880
61,-453,Cell A,cell_1881
353,-378,Cell A,cell_1882
165,-472,Cell A,cell_1883
329,-159,Cell A,cell_1884
181,-128,Cell A,cell_1885
170,-405,Cell A,cell_1886
268,-243,Cell A,cell_1887
413,-137,Cell A,cell_1888
434,-448,Cell A,cell_1889
134,-456,Cell A,cell_1890
139,-213,Cell A,cell_1891
23,-322,Cell A,cell_1892
68,-430,Cell A,cell_1893
289,-109,Cell A,cell_1894
178,-130,Cell A,cell_1895
437,-425,Cell A,cell_1896
166,-409,Cell A,cell_1897
463,-170,Cell A,cell_1898
431,-467,Cell A,cell_1899
491,-243,Cell A,cell_1900
370,-381,Cell A,cell_1901
290,-189,Cell A,cell_1902
284,-102,Cell A,cell_1903
62,-431,Cell A,cell_1904
363,-80,Cell A,cell_1905
180,-300,Cell A,cell_1906
101,-117,Cell A,cell_1907
483,-157,Cell A,cell_1908
50,-272,Cell A,cell_1909
126,-254,Cell A,cell_1910
193,-446,Cell A,cell_1911
187,-226,Cell A,cell_1912
176,-169,Cell A,cell_1913
482,-368,Cell A,cell_1914
327,-58,Cell A,cell_1915
180,-434,Cell A,cell_1916
226,-29,Cell A,cell_1917
146,-458,Cell A,cell_1918
259,-493,Cell A,cell_1919
330,-227,Cell A,cell_1920
164,-467,Cell A,cell_1921
268,-334,Cell A,cell_1922
206,-203,Cell A,cell_1923
229,-282,Cell A,cell_1924
276,-273,Cell A,cell_1925
353,-194,Cell A,cell_1926
239,-490,Cell A,cell_1927
496,-157,Cell A,cell_1928
426,-236,Cell A,cell_1929
188,-342,Cell A,cell_1930
441,-182,Cell A,cell_1931
283,-320,Cell A,cell_1932
343,-489,Cell A,cell_1933
228,-250,Cell A,cell_1934
303,-143,Cell A,cell_1935
416,-114,Cell A,cell_1936
427,-458,Cell A,cell_1937
496,-84,Cell A,cell_1938
443,-420,Cell A,cell_1939
69,-371,Cell A,cell_1940
163,-372,Cell A,cell_1941
41,-401,Cell A,cell_1942
419,-137,Cell A,cell_1943
294,-134,Cell A,cell_1944
482,-373,Cell A,cell_1945
257,-464,Cell A,cell_1946
433,-332,Cell A,cell_1947
17,-265,Cell A,cell_1948
182,-336,Cell A,cell_1949
242,-265,Cell A,cell_1950
495,-58,Cell A,cell_1951
475,-282,Cell A,cell_1952
365,-71,Cell A,cell_1953
224,-28,Cell A,cell_1954
478,-420,Cell A,cell_1955
432,-304,Cell A,cell_1956
477,-336,Cell A,cell_1957
42,-370,Cell A,cell_1958
478,-305,Cell A,cell_1959
26,-324,Cell A,cell_1960
435,-294,Cell A,cell_1961
290,-26,Cell A,cell_1962
331,-353,Cell A,cell_1963
53,-279,Cell A,cell_1964
306,-452,Cell A,cell_1965
368,-406,Cell A,cell_1966
439,-207,Cell A,cell_1967
303,-46,Cell A,cell_1968
197,-445,Cell A,cell_1969
453,-111,Cell A,cell_1970
210,-23,Cell A,cell_1971
93,-113,Cell A,cell_1972
213,-186,Cell A,cell_1973
255,-28,Cell A,cell_1974
469,-291,Cell A,cell_1975
112,-477,Cell A,cell_1976
258,-337,Cell A,cell_1977
365,-90,Cell A,cell_1978
245,-489,Cell A,cell_1979
51,-161,Cell A,cell_1980
208,-458,Cell A,cell_1981
447,-298,Cell A,cell_1982
287,-197,Cell A,cell_1983
187,-38,Cell A,cell_1984
42,-401,Cell A,cell_1985
228,-387,Cell A,cell_1986
161,-358,Cell A,cell_1987
368,-480,Cell A,cell_1988
381,-106,Cell A,cell_1989
409,-132,Cell A,cell_1990
412,-184,Cell A,cell_1991
418,-458,Cell A,cell_1992
322,-477,Cell A,cell_1993
189,-379,Cell A,cell_1994
124,-489,Cell A,cell_1995
40,-359,Cell A,cell_1996
329,-350,Cell A,cell_1997
25,-269,Cell A,cell_1998
220,-187,Cell A,cell_1999
315,-432,Cell A,cell_2000
479,-470,Cell A,cell_2001
255,-98,Cell A,cell_2002
132,-31,Cell A,cell_2003
207,-343,Cell A,cell_2004
185,-283,Cell A,cell_2005
27,-405,Cell A,cell_2006
380,-494,Cell A,cell_2007
26,-114,Cell A,cell_2008
289,-450,Cell A,cell_2009
299,-31,Cell A,cell_2010
12,-383,Cell A,cell_2011
382,-122,Cell A,cell_2012
30,-415,Cell A,cell_2013
368,-378,Cell A,cell_2014
34,-428,Cell A,cell_2015
75,-366,Cell A,cell_2016
68,-364,Cell A,cell_2017
35,-284,Cell A,cell_2018
483,-66,Cell A,cell_2019
411,-40,Cell A,cell_2020
440,-247,Cell A,cell_2021
40,-435,Cell A,cell_2022
132,-259,Cell A,cell_2023
127,-479,Cell A,cell_2024
75,-459,Cell A,cell_2025
74,-187,Cell A,cell_2026
216,-447,Cell A,cell_2027
32,-117,Cell A,cell_2028
487,-283,Cell A,cell_2029
124,-249,Cell A,cell_2030
104,-158,Cell A,cell_2031
319,-101,Cell A,cell_2032
361,-180,Cell A,cell_2033
331,-57,Cell A,cell_2034
250,-439,Cell A,cell_2035
243,-162,Cell A,cell_2036
162,-395,Cell A,cell_2037
495,-127,Cell A,cell_2038
476,-269,Cell A,cell_2039
443,-439,Cell A,cell_2040
129,-57,Cell A,cell_2041
340,-295,Cell A,cell_2042
468,-406,Cell A,cell_2043
184,-324,Cell A,cell_2044
406,-40,Cell A,cell_2045
427,-453,Cell A,cell_2046
288,-460,Cell A,cell_2047
224,-316,Cell A,cell_2048
25,-306,Cell A,cell_2049
160,-97,Cell A,cell_2050
181,-134,Cell A,cell_2051
18,-207,Cell A,cell_2052
167,-152,Cell A,cell_2053
380,-33,Cell A,cell_2054
215,-275,Cell A,cell_2055
11,-306,Cell A,cell_2056
386,-175,Cell A,cell_2057
485,-58,Cell A,cell_2058
245,-432,Cell A,cell_2059
372,-119,Cell A,cell_2060
340,-273,Cell A,cell_2061
334,-258,Cell A,cell_2062
373,-165,Cell A,cell_2063
335,-402,Cell A,cell_2064
102,-484,Cell A,cell_2065
360,-440,Cell A,cell_2066
275,-21,Cell A,cell_2067
495,-201,Cell A,cell_2068
44,-313,Cell A,cell_2069
212,-424,Cell A,cell_2070
368,-121,Cell A,cell_2071
102,-233,Cell A,cell_2072
252,-104,Cell A,cell_2073
320,-492,Cell A,cell_2074
284,-234,Cell A,cell_2075
381,-204,Cell A,cell_2076
17,-226,Cell A,cell_2077
164,-167,Cell A,cell_2078
237,-25,Cell A,cell_2079
409,-74,Cell A,cell_2080
443,-148,Cell A,cell_2081
316,-470,Cell A,cell_2082
194,-206,Cell A,cell_2083
385,-349,Cell A,cell_2084
73,-154,Cell A,cell_2085
336,-268,Cell A,cell_2086
204,-225,Cell A,cell_2087
237,-201,Cell A,cell_2088
255,-25,Cell A,cell_2089
316,-175,Cell A,cell_2090
358,-481,Cell A,cell_2091
48,-137,Cell A,cell_2092
284,-428,Cell A,cell_2093
470,-338,Cell A,cell_2094
300,-437,Cell A,cell_2095
486,-191,Cell A,cell_2096
281,-221,Cell A,cell_2097
245,-274,Cell A,cell_2098
276,-127,Cell A,cell_2099
337,-296,Cell A,cell_2100
328,-129,Cell A,cell_2101
65,-330,Cell A,cell_2102
92,-447,Cell A,cell_2103
451,-41,Cell A,cell_2104
317,-139,Cell A,cell_2105
448,-307,Cell A,cell_2106
217,-72,Cell A,cell_2107
470,-149,Cell A,cell_2108
282,-404,Cell A,cell_2109
188,-290,Cell A,cell_2110
246,-105,Cell A,cell_2111
364,-85,Cell A,cell_2112
306,-472,Cell A,cell_2113
346,-119,Cell A,cell_2114
46,-74,Cell A,cell_2115
451,-486,Cell A,cell_2116
428,-419,Cell A,cell_2117
382,-221,Cell A,cell_2118
231,-97,Cell A,cell_2119
263,-486,Cell A,cell_2120
473,-340,Cell A,cell_2121
266,-93,Cell A,cell_2122
467,-262,Cell A,cell_2123
325,-443,Cell A,cell_2124
222,-468,Cell A,cell_2125
148,-429,Cell A,cell_2126
72,-100,Cell A,cell_2127
314,-463,Cell A,cell_2128
412,-376,Cell A,cell_2129
358,-209,Cell A,cell_2130
175,-22,Cell A,cell_2131
145,-494,Cell A,cell_2132
391,-51,Cell A,cell_2133
341,-378,Cell A,cell_2134
453,-256,Cell A,cell_2135
468,-382,Cell A,cell_2136
452,-402,Cell A,cell_2137
30,-228,Cell A,cell_2138
86,-279,Cell A,cell_2139
351,-82,Cell A,cell_2140
203,-91,Cell A,cell_2141
451,-326,Cell A,cell_2142
359,-36,Cell A,cell_2143
206,-349,Cell A,cell_2144
486,-176,Cell A,cell_2145
318,-39,Cell A,cell_2146
279,-419,Cell A,cell_2147
224,-317,Cell A,cell_2148
477,-75,Cell A,cell_2149
392,-336,Cell A,cell_2150
196,-54,Cell A,cell_2151
105,-116,Cell A,cell_2152
364,-419,Cell A,cell_2153
183,-336,Cell A,cell_2154
484,-190,Cell A,cell_2155
478,-453,Cell A,cell_2156
192,-219,Cell A,cell_2157
296,-437,Cell A,cell_2158
205,-282,Cell A,cell_2159
106,-155,Cell A,cell_2160
290,-111,Cell A,cell_2161
299,-165,Cell A,cell_2162
64,-457,Cell A,cell_2163
390,-119,Cell A,cell_2164
184,-368,Cell A,cell_2165
217,-185,Cell A,cell_2166
445,-395,Cell A,cell_2167
338,-479,Cell A,cell_2168
367,-114,Cell A,cell_2169
495,-142,Cell A,cell_2170
147,-477,Cell A,cell_2171
142,-413,Cell A,cell_2172
260,-156,Cell A,cell_2173
122,-158,Cell A,cell_2174
230,-255,Cell A,cell_2175
275,-487,Cell A,cell_2176
407,-255,Cell A,cell_2177
290,-132,Cell A,cell_2178
289,-26,Cell A,cell_2179
481,-273,Cell A,cell_2180
372,-43,Cell A,cell_2181
33,-286,Cell A,cell_2182
484,-430,Cell A,cell_2183
118,-231,Cell A,cell_2184
170,-29,Cell A,cell_2185
396,-126,Cell A,cell_2186
235,-264,Cell A,cell_2187
95,-451,Cell A,cell_2188
206,-212,Cell A,cell_2189
214,-292,Cell A,cell_2190
86,-360,Cell A,cell_2191
297,-456,Cell A,cell_2192
192,-221,Cell A,cell_2193
78,-387,Cell A,cell_2194
141,-480,Cell A,cell_2195
494,-331,Cell A,cell_2196
346,-298,Cell A,cell_2197
422,-325,Cell A,cell_2198
259,-230,Cell A,cell_2199
326,-107,Cell A,cell_2200
371,-40,Cell A,cell_2201
410,-409,Cell A,cell_2202
12,-363,Cell A,cell_2203
484,-297,Cell A,cell_2204
410,-412,Cell A,cell_2205
465,-417,Cell A,cell_2206
135,-448,Cell A,cell_2207
483,-346,Cell A,cell_2208
330,-134,Cell A,cell_2209
58,-302,Cell A,cell_2210
313,-498,Cell A,cell_2211
426,-151,Cell A,cell_2212
454,-384,Cell A,cell_2213
89,-24,Cell A,cell_2214
141,-24,Cell A,cell_2215
293,-401,Cell A,cell_2216
194,-452,Cell A,cell_2217
144,-65,Cell A,cell_2218
61,-308,Cell A,cell_2219
141,-15,Cell A,cell_2220
31,-267,Cell A,cell_2221
315,-158,Cell A,cell_2222
26,-346,Cell A,cell_2223
475,-154,Cell A,cell_2224
87,-477,Cell A,cell_2225
238,-487,Cell A,cell_2226
338,-474,Cell A,cell_2227
420,-302,Cell A,cell_2228
315,-170,Cell A,cell_2229
340,-195,Cell A,cell_2230
310,-275,Cell A,cell_2231
291,-186,Cell A,cell_2232
486,-452,Cell A,cell_2233
453,-490,Cell A,cell_2234
60,-398,Cell A,cell_2235
229,-319,Cell A,cell_2236
124,-126,Cell A,cell_2237
95,-225,Cell A,cell_2238
203,-181,Cell A,cell_2239
308,-274,Cell A,cell_2240
37,-353,Cell A,cell_2241
14,-313,Cell A,cell_2242
432,-132,Cell A,cell_2243
113,-477,Cell A,cell_2244
309,-45,Cell A,cell_2245
380,-202,Cell A,cell_2246
243,-23,Cell A,cell_2247
390,-303,Cell A,cell_2248
150,-432,Cell A,cell_2249
327,-156,Cell A,cell_2250
193,-217,Cell A,cell_2251
136,-464,Cell A,cell_2252
49,-54,Cell A,cell_2253
198,-419,Cell A,cell_2254
204,-280,Cell A,cell_2255
92,-264,Cell A,cell_2256
288,-448,Cell A,cell_2257
228,-472,Cell A,cell_2258
391,-108,Cell A,cell_2259
383,-388,Cell A,cell_2260
63,-394,Cell A,cell_2261
206,-19,Cell A,cell_2262
170,-13,Cell A,cell_2263
193,-52,Cell A,cell_2264
247,-328,Cell A,cell_2265
362,-150,Cell A,cell_2266
190,-142,Cell A,cell_2267
303,-137,Cell A,cell_2268
69,-125,Cell A,cell_2269
363,-349,Cell A,cell_2270
122,-382,Cell A,cell_2271
441,-166,Cell A,cell_2272
445,-413,Cell A,cell_2273
375,-47,Cell A,cell_2274
429,-148,Cell A,cell_2275
172,-482,Cell A,cell_2276
374,-478,Cell A,cell_2277
355,-55,Cell A,cell_2278
140,-263,Cell A,cell_2279
244,-210,Cell A,cell_2280
246,-211,Cell A,cell_2281
420,-324,Cell A,cell_2282
231,-291,Cell A,cell_2283
338,-35,Cell A,cell_2284
358,-447,Cell A,cell_2285
320,-381,Cell A,cell_2286
288,-194,Cell A,cell_2287
368,-354,Cell A,cell_2288
125,-389,Cell A,cell_2289
199,-155,Cell A,cell_2290
204,-99,Cell A,cell_2291
36,-430,Cell A,cell_2292
435,-465,Cell A,cell_2293
366,-349,Cell A,cell_2294
41,-324,Cell A,cell_2295
455,-430,Cell A,cell_2296
22,-374,Cell A,cell_2297
304,-309,Cell A,cell_2298
441,-174,Cell A,cell_2299
457,-217,Cell A,cell_2300
334,-163,Cell A,cell_2301
135,-220,Cell A,cell_2302
176,-154,Cell A,cell_2303
64,-107,Cell A,cell_2304
129,-458,Cell A,cell_2305
398,-488,Cell A,cell_2306
120,-417,Cell A,cell_2307
240,-107,Cell A,cell_2308
482,-386,Cell A,cell_2309
64,-289,Cell A,cell_2310
177,-253,Cell A,cell_2311
289,-368,Cell A,cell_2312
50,-314,Cell A,cell_2313
248,-108,Cell A,cell_2314
29,-230,Cell A,cell_2315
488,-361,Cell A,cell_2316
72,-315,Cell A,cell_2317
406,-377,Cell A,cell_2318
318,-474,Cell A,cell_2319
78,-476,Cell A,cell_2320
65,-286,Cell A,cell_2321
21,-413,Cell A,cell_2322
362,-339,Cell A,cell_2323
219,-461,Cell A,cell_2324
185,-390,Cell A,cell_2325
308,-474,Cell A,cell_2326
41,-75,Cell A,cell_2327
124,-470,Cell A,cell_2328
338,-191,Cell A,cell_2329
63,-459,Cell A,cell_2330
494,-104,Cell A,cell_2331
395,-56,Cell A,cell_2332
321,-61,Cell A,cell_2333
448,-455,Cell A,cell_2334
250,-220,Cell A,cell_2335
250,-275,Cell A,cell_2336
464,-94,Cell A,cell_2337
160,-423,Cell A,cell_2338
76,-247,Cell A,cell_2339
433,-162,Cell A,cell_2340
462,-135,Cell A,cell_2341
282,-98,Cell A,cell_2342
404,-330,Cell A,cell_2343
367,-360,Cell A,cell_2344
452,-399,Cell A,cell_2345
164,-71,Cell A,cell_2346
268,-491,Cell A,cell_2347
348,-391,Cell A,cell_2348
76,-467,Cell A,cell_2349
220,-344,Cell A,cell_2350
387,-198,Cell A,cell_2351
204,-147,Cell A,cell_2352
370,-388,Cell A,cell_2353
145,-137,Cell A,cell_2354
394,-434,Cell A,cell_2355
232,-99,Cell A,cell_2356
175,-126,Cell A,cell_2357
306,-49,Cell A,cell_2358
317,-100,Cell A,cell_2359
179,-391,Cell A,cell_2360
305,-445,Cell A,cell_2361
191,-459,Cell A,cell_2362
446,-246,Cell A,cell_2363
159,-360,Cell A,cell_2364
336,-281,Cell A,cell_2365
193,-486,Cell A,cell_2366
390,-55,Cell A,cell_2367
459,-398,Cell A,cell_2368
424,-399,Cell A,cell_2369
333,-237,Cell A,cell_2370
165,-31,Cell A,cell_2371
183,-236,Cell A,cell_2372
414,-117,Cell A,cell_2373
328,-374,Cell A,cell_2374
337,-148,Cell A,cell_2375
366,-351,Cell A,cell_2376
373,-70,Cell A,cell_2377
262,-30,Cell A,cell_2378
389,-119,Cell A,cell_2379
492,-308,Cell A,cell_2380
252,-159,Cell A,cell_2381
328,-272,Cell A,cell_2382
189,-164,Cell A,cell_2383
471,-408,Cell A,cell_2384
249,-285,Cell A,cell_2385
179,-341,Cell A,cell_2386
342,-468,Cell A,cell_2387
92,-109,Cell A,cell_2388
219,-26,Cell A,cell_2389
384,-489,Cell A,cell_2390
61,-156,Cell A,cell_2391
317,-179,Cell A,cell_2392
200,-277,Cell A,cell_2393
269,-441,Cell A,cell_2394
67,-168,Cell A,cell_2395
279,-30,Cell A,cell_2396
187,-327,Cell A,cell_2397
60,-141,Cell A,cell_2398
192,-441,Cell A,cell_2399
346,-35,Cell A,cell_2400
168,-471,Cell A,cell_2401
467,-208,Cell A,cell_2402
252,-217,Cell A,cell_2403
128,-56,Cell A,cell_2404
353,-42,Cell A,cell_2405
497,-267,Cell A,cell_2406
34,-215,Cell A,cell_2407
49,-436,Cell A,cell_2408
94,-370,Cell A,cell_2409
426,-491,Cell A,cell_2410
68,-271,Cell A,cell_2411
367,-427,Cell A,cell_2412
11,-303,Cell A,cell_2413
341,-160,Cell A,cell_2414
479,-67,Cell A,cell_2415
452,-265,Cell A,cell_2416
482,-385,Cell A,cell_2417
355,-59,Cell A,cell_2418
307,-25,Cell A,cell_2419
367,-85,Cell A,cell_2420
206,-76,Cell A,cell_2421
316,-296,Cell A,cell_2422
348,-127,Cell A,cell_2423
337,-150,Cell A,cell_2424
239,-344,Cell A,cell_2425
210,-184,Cell A,cell_2426
142,-212,Cell A,cell_2427
92,-446,Cell A,cell_2428
470,-476,Cell A,cell_2429
425,-138,Cell A,cell_2430
463,-402,Cell A,cell_2431
223,-95,Cell A,cell_2432
156,-422,Cell A,cell_2433
221,-359,Cell A,cell_2434
420,-423,Cell A,cell_2435
298,-455,Cell A,cell_2436
348,-496,Cell A,cell_2437
344,-414,Cell A,cell_2438
220,-361,Cell A,cell_2439
307,-303,Cell A,cell_2440
244,-384,Cell A,cell_2441
479,-71,Cell A,cell_2442
326,-160,Cell A,cell_2443
352,-128,Cell A,cell_2444
437,-173,Cell A,cell_2445
84,-18,Cell A,cell_2446
284,-214,Cell A,cell_2447
472,-270,Cell A,cell_2448
140,-15,Cell A,cell_2449
63,-139,Cell A,cell_2450
345,-327,Cell A,cell_2451
276,-325,Cell A,cell_2452
188,-385,Cell A,cell_2453
264,-416,Cell A,cell_2454
426,-143,Cell A,cell_2455
87,-418,Cell A,cell_2456
341,-476,Cell A,cell_2457
350,-341,Cell A,cell_2458
361,-105,Cell A,cell_2459
408,-131,Cell A,cell_2460
199,-346,Cell A,cell_2461
448,-126,Cell A,cell_2462
168,-71,Cell A,cell_2463
346,-268,Cell A,cell_2464
166,-18,Cell A,cell_2465
378,-267,Cell A,cell_2466
245,-75,Cell A,cell_2467
45,-401,Cell A,cell_2468
46,-318,Cell A,cell_2469
498,-135,Cell A,cell_2470
15,-252,Cell A,cell_2471
360,-367,Cell A,cell_2472
322,-135,Cell A,cell_2473
306,-37,Cell A,cell_2474
250,-77,Cell A,cell_2475
334,-380,Cell A,cell_2476
473,-305,Cell A,cell_2477
492,-55,Cell A,cell_2478
117,-160,Cell A,cell_2479
346,-335,Cell A,cell_2480
229,-472,Cell A,cell_2481
257,-419,Cell A,cell_2482
478,-44,Cell A,cell_2483
491,-367,Cell A,cell_2484
207,-295,Cell A,cell_2485
74,-395,Cell A,cell_2486
19,-405,Cell A,cell_2487
236,-473,Cell A,cell_2488
104,-492,Cell A,cell_2489
465,-425,Cell A,cell_2490
85,-278,Cell A,cell_2491
177,-416,Cell A,cell_2492
469,-46,Cell A,cell_2493
41,-67,Cell A,cell_2494
149,-490,Cell A,cell_2495
249,-220,Cell A,cell_2496
356,-30,Cell A,cell_2497
350,-284,Cell A,cell_2498
126,-127,Cell A,cell_2499
267,-120,Cell A,cell_2500
227,-467,Cell A,cell_2501
65,-396,Cell A,cell_2502
75,-98,Cell A,cell_2503
473,-486,Cell A,cell_2504
334,-110,Cell A,cell_2505
353,-116,Cell A,cell_2506
417,-458,Cell A,cell_2507
461,-300,Cell A,cell_2508
140,-477,Cell A,cell_2509
250,-216,Cell A,cell_2510
409,-426,Cell A,cell_2511
225,-498,Cell A,cell_2512
260,-406,Cell A,cell_2513
234,-321,Cell A,cell_2514
347,-47,Cell A,cell_2515
334,-388,Cell A,cell_2516
138,-395,Cell A,cell_2517
86,-104,Cell A,cell_2518
148,-208,Cell A,cell_2519
350,-86,Cell A,cell_2520
60,-395,Cell A,cell_2521
463,-96,Cell A,cell_2522
288,-232,Cell A,cell_2523
208,-74,Cell A,cell_2524
34,-405,Cell A,cell_2525
284,-22,Cell A,cell_2526
90,-354,Cell A,cell_2527
292,-77,Cell A,cell_2528
213,-276,Cell A,cell_2529
489,-173,Cell A,cell_2530
261,-251,Cell A,cell_2531
178,-124,Cell A,cell_2532
199,-170,Cell A,cell_2533
15,-356,Cell A,cell_2534
290,-231,Cell A,cell_2535
412,-428,Cell A,cell_2536
283,-439,Cell A,cell_2537
451,-454,Cell A,cell_2538
283,-100,Cell A,cell_2539
141,-212,Cell A,cell_2540
370,-207,Cell A,cell_2541
89,-346,Cell A,cell_2542
15,-359,Cell A,cell_2543
253,-218,Cell A,cell_2544
40,-404,Cell A,cell_2545
238,-496,Cell A,cell_2546
364,-68,Cell A,cell_2547
56,-272,Cell A,cell_2548
65,-251,Cell A,cell_2549
275,-57,Cell A,cell_2550
24,-405,Cell A,cell_2551
111,-122,Cell A,cell_2552
191,-215,Cell A,cell_2553
351,-42,Cell A,cell_2554
272,-65,Cell A,cell_2555
255,-448,Cell A,cell_2556
295,-31,Cell A,cell_2557
81,-338,Cell A,cell_2558
230,-245,Cell A,cell_2559
302,-261,Cell A,cell_2560
362,-149,Cell A,cell_2561
11,-288,Cell A,cell_2562
277,-270,Cell A,cell_2563
224,-325,Cell A,cell_2564
323,-45,Cell A,cell_2565
283,-94,Cell A,cell_2566
457,-258,Cell A,cell_2567
476,-44,Cell A,cell_2568
196,-308,Cell A,cell_2569
495,-125,Cell A,cell_2570
357,-123,Cell A,cell_2571
339,-40,Cell A,cell_2572
68,-363,Cell A,cell_2573
455,-45,Cell A,cell_2574
436,-166,Cell A,cell_2575
302,-134,Cell A,cell_2576
183,-283,Cell A,cell_2577
83,-276,Cell A,cell_2578
30,-280,Cell A,cell_2579
303,-451,Cell A,cell_2580
113,-35,Cell A,cell_2581
149,-432,Cell A,cell_2582
496,-280,Cell A,cell_2583
277,-91,Cell A,cell_2584
31,-425,Cell A,cell_2585
134,-493,Cell A,cell_2586
272,-58,Cell A,cell_2587
266,-23,Cell A,cell_2588
168,-152,Cell A,cell_2589
381,-45,Cell A,cell_2590
320,-497,Cell A,cell_2591
290,-318,Cell A,cell_2592
398,-192,Cell A,cell_2593
307,-277,Cell A,cell_2594
56,-87,Cell A,cell_2595
231,-286,Cell A,cell_2596
424,-491,Cell A,cell_2597
21,-245,Cell A,cell_2598
394,-340,Cell A,cell_2599
94,-415,Cell A,cell_2600
267,-409,Cell A,cell_2601
208,-77,Cell A,cell_2602
222,-60,Cell A,cell_2603
261,-492,Cell A,cell_2604
173,-15,Cell A,cell_2605
226,-344,Cell A,cell_2606
462,-294,Cell A,cell_2607
393,-109,Cell A,cell_2608
437,-442,Cell A,cell_2609
349,-332,Cell A,cell_2610
465,-381,Cell A,cell_2611
183,-420,Cell A,cell_2612
344,-181,Cell A,cell_2613
235,-293,Cell A,cell_2614
54,-313,Cell A,cell_2615
108,-16,Cell A,cell_2616
97,-370,Cell A,cell_2617
333,-136,Cell A,cell_2618
193,-331,Cell A,cell_2619
122,-367,Cell A,cell_2620
301,-438,Cell A,cell_2621
124,-417,Cell A,cell_2622
163,-19,Cell A,cell_2623
303,-223,Cell A,cell_2624
59,-159,Cell A,cell_2625
354,-314,Cell A,cell_2626
86,-484,Cell A,cell_2627
272,-60,Cell A,cell_2628
460,-42,Cell A,cell_2629
371,-130,Cell A,cell_2630
36,-329,Cell A,cell_2631
149,-404,Cell A,cell_2632
371,-220,Cell A,cell_2633
155,-46,Cell A,cell_2634
457,-222,Cell A,cell_2635
466,-304,Cell A,cell_2636
365,-106,Cell A,cell_2637
203,-449,Cell A,cell_2638
496,-291,Cell A,cell_2639
292,-113,Cell A,cell_2640
486,-164,Cell A,cell_2641
105,-414,Cell A,cell_2642
217,-312,Cell A,cell_2643
235,-302,Cell A,cell_2644
347,-130,Cell A,cell_2645
447,-440,Cell A,cell_2646
85,-345,Cell A,cell_2647
381,-44,Cell A,cell_2648
286,-104,Cell A,cell_2649
352,-392,Cell A,cell_2650
435,-282,Cell A,cell_2651
479,-271,Cell A,cell_2652
277,-433,Cell A,cell_2653
67,-370,Cell A,cell_2654
496,-284,Cell A,cell_2655
197,-167,Cell A,cell_2656
28,-422,Cell A,cell_2657
174,-430,Cell A,cell_2658
418,-89,Cell A,cell_2659
152,-209,Cell A,cell_2660
427,-170,Cell A,cell_2661
26,-105,Cell A,cell_2662
157,-72,Cell A,cell_2663
454,-395,Cell A,cell_2664
162,-365,Cell A,cell_2665
30,-219,Cell A,cell_2666
386,-343,Cell A,cell_2667
187,-492,Cell A,cell_2668
431,-487,Cell A,cell_2669
329,-344,Cell A,cell_2670
405,-116,Cell A,cell_2671
48,-292,Cell A,cell_2672
32,-349,Cell A,cell_2673
234,-32,Cell A,cell_2674
338,-307,Cell A,cell_2675
176,-127,Cell A,cell_2676
104,-119,Cell A,cell_2677
20,-156,Cell A,cell_2678
48,-439,Cell A,cell_2679
12,-365,Cell A,cell_2680
431,-245,Cell A,cell_2681
146,-416,Cell A,cell_2682
191,-48,Cell A,cell_2683
